LINK,NAME,LIKES,DISLIKES,LIKE RATIO,DIFFICULTY,Accepted,Submitted,Acceptance %
https://leetcode.com/problems/monotonic-array,Monotonic array,421,31,0.931415929,Easy,73429,129632,0.57
https://leetcode.com/problems/minimum-window-substring,Minimum window substring,3302,244,0.931190073,Hard,316451,960382,0.33
https://leetcode.com/problems/remove-nth-node-from-end-of-list,Remove nth node from end of list,2474,183,0.931125329,Medium,504597,1453943,0.35
https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,Convert binary number in a linked list to integer,121,9,0.930769231,Easy,18948,23480,0.81
https://leetcode.com/problems/insert-delete-getrandom-o1,Insert delete getrandom o1,1613,120,0.930755915,Medium,159146,354310,0.45
https://leetcode.com/problems/kth-largest-element-in-an-array,Kth largest element in an array,2773,207,0.930536913,Medium,499873,967276,0.52
https://leetcode.com/problems/2-keys-keyboard,2 keys keyboard,842,63,0.93038674,Medium,43346,90484,0.48
https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,Minimum add to make parentheses valid,448,34,0.929460581,Medium,44356,62129,0.71
https://leetcode.com/problems/partition-array-into-disjoint-intervals,Partition array into disjoint intervals,262,20,0.929078014,Medium,15542,35018,0.44
https://leetcode.com/problems/smallest-rotation-with-highest-score,Smallest rotation with highest score,195,15,0.928571429,Hard,5245,12359,0.42
https://leetcode.com/problems/minimum-cost-to-merge-stones,Minimum cost to merge stones,403,31,0.928571429,Hard,9985,26093,0.38
https://leetcode.com/problems/cherry-pickup,Cherry pickup,684,53,0.928086839,Hard,17972,54842,0.33
https://leetcode.com/problems/evaluate-division,Evaluate division,1752,136,0.927966102,Medium,105143,211820,0.5
https://leetcode.com/problems/single-number-iii,Single number iii,1106,86,0.927852349,Medium,122408,207101,0.59
https://leetcode.com/problems/maximum-score-words-formed-by-letters,Maximum score words formed by letters,90,7,0.927835052,Hard,4832,6924,0.7
https://leetcode.com/problems/merge-intervals,Merge intervals,3034,236,0.927828746,Medium,473020,1258156,0.38
https://leetcode.com/problems/friend-circles,Friend circles,1400,109,0.927766733,Medium,124609,221227,0.56
https://leetcode.com/problems/set-intersection-size-at-least-two,Set intersection size at least two,205,16,0.92760181,Hard,5807,15323,0.38
https://leetcode.com/problems/rotate-string,Rotate string,518,41,0.926654741,Easy,53656,108624,0.49
https://leetcode.com/problems/binary-tree-maximum-path-sum,Binary tree maximum path sum,2412,191,0.926623127,Hard,260001,813712,0.32
https://leetcode.com/problems/perfect-squares,Perfect squares,2002,159,0.926422952,Medium,232692,529279,0.44
https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,Remove duplicates from sorted list ii,1206,96,0.926267281,Medium,216747,619901,0.35
https://leetcode.com/problems/sort-colors,Sort colors,2323,185,0.926236045,Medium,394035,890993,0.44
https://leetcode.com/problems/minimum-absolute-difference-in-bst,Minimum absolute difference in bst,665,53,0.926183844,Easy,74208,142508,0.52
https://leetcode.com/problems/range-module,Range module,363,29,0.926020408,Hard,15424,41170,0.37
https://leetcode.com/problems/get-equal-substrings-within-budget,Get equal substrings within budget,150,12,0.925925926,Medium,9483,25015,0.38
https://leetcode.com/problems/remove-covered-intervals,Remove covered intervals,75,6,0.925925926,Medium,4238,7036,0.6
https://leetcode.com/problems/reverse-only-letters,Reverse only letters,371,30,0.925187032,Easy,42455,74778,0.57
https://leetcode.com/problems/linked-list-cycle-ii,Linked list cycle ii,1991,161,0.925185874,Medium,264592,762232,0.35
https://leetcode.com/problems/unique-binary-search-trees-ii,Unique binary search trees ii,1673,137,0.924309392,Medium,164697,433402,0.38
https://leetcode.com/problems/longest-chunked-palindrome-decomposition,Longest chunked palindrome decomposition,122,10,0.924242424,Hard,6629,11438,0.58
https://leetcode.com/problems/shortest-distance-to-a-character,Shortest distance to a character,791,65,0.924065421,Easy,50965,78185,0.65
https://leetcode.com/problems/rotate-image,Rotate image,2233,185,0.923490488,Medium,327349,622657,0.53
https://leetcode.com/problems/find-largest-value-in-each-tree-row,Find largest value in each tree row,627,52,0.923416789,Medium,78824,133232,0.59
https://leetcode.com/problems/majority-element,Majority element,2315,192,0.92341444,Easy,485546,876564,0.55
https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,Divide array in sets of k consecutive numbers,96,8,0.923076923,Medium,6871,14438,0.48
https://leetcode.com/problems/critical-connections-in-a-network,Critical connections in a network,477,40,0.922630561,Hard,23297,47768,0.49
https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,Number of valid words for each puzzle,143,12,0.922580645,Hard,4458,12010,0.37
https://leetcode.com/problems/swim-in-rising-water,Swim in rising water,416,35,0.922394678,Hard,17485,34917,0.5
https://leetcode.com/problems/maximum-product-of-word-lengths,Maximum product of word lengths,665,56,0.922330097,Medium,88909,178263,0.5
https://leetcode.com/problems/all-paths-from-source-to-target,All paths from source to target,558,47,0.92231405,Medium,41754,57349,0.73
https://leetcode.com/problems/shortest-bridge,Shortest bridge,461,39,0.922,Medium,17330,37556,0.46
https://leetcode.com/problems/number-of-squareful-arrays,Number of squareful arrays,212,18,0.92173913,Hard,9209,19360,0.48
https://leetcode.com/problems/product-of-array-except-self,Product of array except self,3339,284,0.921611924,Medium,362881,625544,0.58
https://leetcode.com/problems/remove-duplicates-from-sorted-list,Remove duplicates from sorted list,1057,90,0.921534438,Easy,395539,899057,0.44
https://leetcode.com/problems/find-k-pairs-with-smallest-sums,Find k pairs with smallest sums,951,81,0.921511628,Medium,82624,235111,0.35
https://leetcode.com/problems/balanced-binary-tree,Balanced binary tree,1666,143,0.920950802,Easy,386691,913901,0.42
https://leetcode.com/problems/keys-and-rooms,Keys and rooms,661,57,0.920612813,Medium,54114,86826,0.62
https://leetcode.com/problems/subarray-sums-divisible-by-k,Subarray sums divisible by k,543,47,0.920338983,Medium,22621,47725,0.47
https://leetcode.com/problems/find-all-duplicates-in-an-array,Find all duplicates in an array,1488,129,0.920222635,Medium,127758,201585,0.63
https://leetcode.com/problems/longest-palindromic-substring,Longest palindromic substring,5151,450,0.919657204,Medium,761530,2667977,0.29
https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,Remove all adjacent duplicates in string,410,36,0.919282511,Easy,44570,67728,0.66
https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,Minimum moves to equal array elements ii,420,37,0.919037199,Medium,40552,76426,0.53
https://leetcode.com/problems/grumpy-bookstore-owner,Grumpy bookstore owner,227,20,0.91902834,Medium,14393,26731,0.54
https://leetcode.com/problems/k-closest-points-to-origin,K closest points to origin,964,85,0.918970448,Medium,165056,268100,0.62
https://leetcode.com/problems/pascals-triangle,Pascals triangle,998,88,0.918968692,Easy,319623,646601,0.49
https://leetcode.com/problems/swap-nodes-in-pairs,Swap nodes in pairs,1655,146,0.918933926,Medium,393623,824932,0.48
https://leetcode.com/problems/maximum-length-of-pair-chain,Maximum length of pair chain,680,60,0.918918919,Medium,45635,90723,0.5
https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,Number of subarrays with bounded maximum,430,38,0.918803419,Medium,14841,33073,0.45
https://leetcode.com/problems/remove-boxes,Remove boxes,474,42,0.918604651,Hard,11819,29478,0.4
https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,Longest substring with at least k repeating characters,1010,90,0.918181818,Medium,61706,154361,0.4
https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,Longest arithmetic subsequence of given difference,179,16,0.917948718,Medium,9886,24009,0.41
https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,Minimum cost tree from leaf values,480,43,0.917782027,Medium,14312,22475,0.64
https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,Flip columns for maximum number of equal rows,167,15,0.917582418,Medium,7673,12847,0.6
https://leetcode.com/problems/jump-game,Jump game,2830,256,0.917044718,Medium,345294,1046115,0.33
https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,Remove zero sum consecutive nodes from linked list,254,23,0.916967509,Medium,9264,22224,0.42
https://leetcode.com/problems/binary-search,Binary search,419,38,0.916849015,Easy,92740,184624,0.5
https://leetcode.com/problems/toeplitz-matrix,Toeplitz matrix,778,71,0.916372203,Easy,77986,123335,0.63
https://leetcode.com/problems/remove-duplicate-letters,Remove duplicate letters,1007,92,0.916287534,Hard,67325,198368,0.34
https://leetcode.com/problems/populating-next-right-pointers-in-each-node,Populating next right pointers in each node,1421,130,0.916183108,Medium,298429,726283,0.41
https://leetcode.com/problems/sort-characters-by-frequency,Sort characters by frequency,959,88,0.915950334,Medium,121581,208637,0.58
https://leetcode.com/problems/increasing-triplet-subsequence,Increasing triplet subsequence,1184,109,0.915699923,Medium,119784,301073,0.4
https://leetcode.com/problems/top-k-frequent-words,Top k frequent words,1160,107,0.91554854,Medium,109293,224811,0.49
https://leetcode.com/problems/delete-and-earn,Delete and earn,747,69,0.915441176,Medium,29494,61896,0.48
https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,Find all numbers disappeared in an array,2147,199,0.915174766,Easy,200791,366085,0.55
https://leetcode.com/problems/sort-array-by-parity-ii,Sort array by parity ii,431,40,0.91507431,Easy,70834,104690,0.68
https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,Insert delete getrandom o1 duplicates allowed,578,54,0.914556962,Hard,53640,161612,0.33
https://leetcode.com/problems/n-ary-tree-level-order-traversal,N ary tree level order traversal,394,37,0.914153132,Medium,55712,90115,0.62
https://leetcode.com/problems/check-if-it-is-a-straight-line,Check if it is a straight line,117,11,0.9140625,Easy,13614,28959,0.47
https://leetcode.com/problems/minimum-absolute-difference,Minimum absolute difference,116,11,0.913385827,Easy,21148,32009,0.66
https://leetcode.com/problems/longest-palindrome,Longest palindrome,717,68,0.913375796,Easy,120258,244269,0.49
https://leetcode.com/problems/01-matrix,01 matrix,969,93,0.912429379,Medium,63751,168169,0.38
https://leetcode.com/problems/stickers-to-spell-word,Stickers to spell word,321,31,0.911931818,Hard,12221,29829,0.41
https://leetcode.com/problems/squares-of-a-sorted-array,Squares of a sorted array,660,64,0.91160221,Easy,139366,193460,0.72
https://leetcode.com/problems/hamming-distance,Hamming distance,1491,145,0.911369193,Easy,275124,387803,0.71
https://leetcode.com/problems/count-different-palindromic-subsequences,Count different palindromic subsequences,388,38,0.910798122,Hard,11921,29171,0.41
https://leetcode.com/problems/minimum-falling-path-sum,Minimum falling path sum,418,41,0.910675381,Medium,30955,51303,0.6
https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,Convert sorted array to binary search tree,1697,168,0.909919571,Easy,331780,610493,0.54
https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,Pairs of songs with total durations divisible by 60,323,32,0.909859155,Easy,23298,49863,0.47
https://leetcode.com/problems/minimum-cost-to-hire-k-workers,Minimum cost to hire k workers,691,69,0.909210526,Hard,23688,48482,0.49
https://leetcode.com/problems/lfu-cache,Lfu cache,1020,102,0.909090909,Hard,57574,180438,0.32
https://leetcode.com/problems/all-possible-full-binary-trees,All possible full binary trees,618,62,0.908823529,Medium,27267,37617,0.72
https://leetcode.com/problems/sort-array-by-parity,Sort array by parity,666,67,0.908594816,Easy,150872,205637,0.73
https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix,Reconstruct a 2 row binary matrix,69,7,0.907894737,Medium,7143,18399,0.39
https://leetcode.com/problems/reverse-words-in-a-string-iii,Reverse words in a string iii,780,80,0.906976744,Easy,166584,249034,0.67
https://leetcode.com/problems/sliding-window-median,Sliding window median,600,62,0.906344411,Hard,37370,107142,0.35
https://leetcode.com/problems/trim-a-binary-search-tree,Trim a binary search tree,1408,146,0.906048906,Easy,83537,135713,0.62
https://leetcode.com/problems/intersection-of-two-linked-lists,Intersection of two linked lists,2767,288,0.905728314,Easy,382271,1027809,0.37
https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping,Decrypt string from alphabet to integer mapping,67,7,0.905405405,Easy,8605,11071,0.78
https://leetcode.com/problems/min-stack,Min stack,2469,259,0.905058651,Easy,393527,975867,0.4
https://leetcode.com/problems/basic-calculator,Basic calculator,1083,114,0.904761905,Hard,136177,388259,0.35
https://leetcode.com/problems/matchsticks-to-square,Matchsticks to square,418,44,0.904761905,Medium,30253,82327,0.37
https://leetcode.com/problems/sequential-digits,Sequential digits,85,9,0.904255319,Medium,6380,12358,0.52
https://leetcode.com/problems/shortest-path-visiting-all-nodes,Shortest path visiting all nodes,433,46,0.903966597,Hard,12167,24385,0.5
https://leetcode.com/problems/number-of-enclaves,Number of enclaves,160,17,0.903954802,Medium,11965,21564,0.55
https://leetcode.com/problems/super-egg-drop,Super egg drop,545,58,0.903814262,Hard,11810,45486,0.26
https://leetcode.com/problems/insert-into-a-binary-search-tree,Insert into a binary search tree,563,60,0.903691814,Medium,77203,98704,0.78
https://leetcode.com/problems/find-and-replace-pattern,Find and replace pattern,516,55,0.903677758,Medium,41487,57221,0.73
https://leetcode.com/problems/valid-triangle-number,Valid triangle number,778,84,0.902552204,Medium,50426,107040,0.47
https://leetcode.com/problems/letter-case-permutation,Letter case permutation,876,95,0.902162719,Easy,67901,111387,0.61
https://leetcode.com/problems/k-similar-strings,K similar strings,267,29,0.902027027,Hard,12547,33878,0.37
https://leetcode.com/problems/unique-letter-string,Unique letter string,293,32,0.901538462,Hard,7566,17683,0.43
https://leetcode.com/problems/container-with-most-water,Container with most water,4578,500,0.901536038,Medium,520461,1077675,0.48
https://leetcode.com/problems/two-sum-iv-input-is-a-bst,Two sum iv input is a bst,1123,123,0.901284109,Easy,115063,212836,0.54
https://leetcode.com/problems/koko-eating-bananas,Koko eating bananas,456,50,0.901185771,Medium,24496,49997,0.49
https://leetcode.com/problems/couples-holding-hands,Couples holding hands,480,53,0.900562852,Hard,19622,36965,0.53
https://leetcode.com/problems/rectangle-area-ii,Rectangle area ii,244,27,0.900369004,Hard,9269,20104,0.46
https://leetcode.com/problems/search-in-rotated-sorted-array,Search in rotated sorted array,3495,388,0.90007726,Medium,546305,1630121,0.34
https://leetcode.com/problems/k-concatenation-maximum-sum,K concatenation maximum sum,180,20,0.9,Medium,7611,29610,0.26
https://leetcode.com/problems/rotting-oranges,Rotting oranges,656,73,0.899862826,Easy,36823,78846,0.47
https://leetcode.com/problems/count-complete-tree-nodes,Count complete tree nodes,1482,165,0.899817851,Medium,169793,426098,0.4
https://leetcode.com/problems/repeated-substring-pattern,Repeated substring pattern,1071,120,0.899244332,Easy,101900,247506,0.41
https://leetcode.com/problems/search-a-2d-matrix,Search a 2d matrix,1217,137,0.898818316,Medium,275495,771403,0.36
https://leetcode.com/problems/deepest-leaves-sum,Deepest leaves sum,97,11,0.898148148,Medium,8532,10049,0.85
https://leetcode.com/problems/largest-perimeter-triangle,Largest perimeter triangle,253,29,0.897163121,Easy,24638,43094,0.57
https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,Sum of mutated array closest to target,87,10,0.896907216,Medium,3545,7738,0.46
https://leetcode.com/problems/employees-earning-more-than-their-managers,Employees earning more than their managers,460,53,0.89668616,Easy,143424,272840,0.53
https://leetcode.com/problems/sum-of-left-leaves,Sum of left leaves,858,99,0.896551724,Easy,150478,300748,0.5
https://leetcode.com/problems/shortest-palindrome,Shortest palindrome,864,100,0.89626556,Hard,86647,301754,0.29
https://leetcode.com/problems/frog-jump,Frog jump,699,81,0.896153846,Hard,67335,177690,0.38
https://leetcode.com/problems/push-dominoes,Push dominoes,405,47,0.896017699,Medium,16327,35159,0.46
https://leetcode.com/problems/majority-element-ii,Majority element ii,1171,136,0.895944912,Medium,121827,359636,0.34
https://leetcode.com/problems/insert-interval,Insert interval,1198,140,0.895366218,Hard,212946,658476,0.32
https://leetcode.com/problems/queue-reconstruction-by-height,Queue reconstruction by height,2014,236,0.895111111,Medium,100319,161608,0.62
https://leetcode.com/problems/n-ary-tree-postorder-traversal,N ary tree postorder traversal,443,52,0.894949495,Easy,65586,93979,0.7
https://leetcode.com/problems/minimum-falling-path-sum-ii,Minimum falling path sum ii,51,6,0.894736842,Hard,3216,5693,0.56
https://leetcode.com/problems/triangle,Triangle,1502,177,0.894580107,Medium,215401,514749,0.42
https://leetcode.com/problems/longest-palindromic-subsequence,Longest palindromic subsequence,1322,157,0.893847194,Medium,87277,174644,0.5
https://leetcode.com/problems/minimum-score-triangulation-of-polygon,Minimum score triangulation of polygon,251,30,0.893238434,Medium,5657,12385,0.46
https://leetcode.com/problems/letter-combinations-of-a-phone-number,Letter combinations of a phone number,2960,356,0.892641737,Medium,501118,1131792,0.44
https://leetcode.com/problems/find-the-duplicate-number,Find the duplicate number,3315,399,0.892568659,Medium,248798,477630,0.52
https://leetcode.com/problems/combination-sum-iv,Combination sum iv,1063,128,0.892527288,Medium,103325,233721,0.44
https://leetcode.com/problems/number-complement,Number complement,631,76,0.892503536,Easy,121017,191925,0.63
https://leetcode.com/problems/valid-anagram,Valid anagram,1054,127,0.892464014,Easy,452580,827762,0.55
https://leetcode.com/problems/race-car,Race car,380,46,0.892018779,Hard,14925,39930,0.37
https://leetcode.com/problems/ipo,Ipo,256,31,0.891986063,Hard,14387,36994,0.39
https://leetcode.com/problems/largest-number,Largest number,1403,170,0.891926256,Medium,154208,567955,0.27
https://leetcode.com/problems/3sum,3sum,5265,638,0.891919363,Medium,742901,2912026,0.26
https://leetcode.com/problems/find-common-characters,Find common characters,528,64,0.891891892,Easy,49060,73835,0.66
https://leetcode.com/problems/number-of-music-playlists,Number of music playlists,280,34,0.891719745,Hard,7672,17031,0.45
https://leetcode.com/problems/iterator-for-combination,Iterator for combination,74,9,0.891566265,Medium,3439,5318,0.65
https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,Minimum number of k consecutive bit flips,196,24,0.890909091,Hard,7266,15705,0.46
https://leetcode.com/problems/search-insert-position,Search insert position,1732,213,0.890488432,Easy,500968,1210821,0.41
https://leetcode.com/problems/profitable-schemes,Profitable schemes,187,23,0.89047619,Hard,7566,19883,0.38
https://leetcode.com/problems/minimum-genetic-mutation,Minimum genetic mutation,325,40,0.890410959,Medium,26103,65248,0.4
https://leetcode.com/problems/asteroid-collision,Asteroid collision,657,81,0.890243902,Medium,40618,102176,0.4
https://leetcode.com/problems/valid-permutations-for-di-sequence,Valid permutations for di sequence,219,27,0.890243902,Hard,4383,9260,0.47
https://leetcode.com/problems/array-nesting,Array nesting,694,86,0.88974359,Medium,44441,81811,0.54
https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,Maximize sum of array after k negations,216,27,0.888888889,Easy,19580,38716,0.51
https://leetcode.com/problems/find-in-mountain-array,Find in mountain array,150,19,0.887573964,Hard,6702,18920,0.35
https://leetcode.com/problems/partition-array-for-maximum-sum,Partition array for maximum sum,384,49,0.886836028,Medium,11811,18638,0.63
https://leetcode.com/problems/univalued-binary-tree,Univalued binary tree,305,39,0.886627907,Easy,63997,95432,0.67
https://leetcode.com/problems/unique-paths-iii,Unique paths iii,366,47,0.886198547,Hard,21964,30542,0.72
https://leetcode.com/problems/add-two-numbers-ii,Add two numbers ii,1011,130,0.886064855,Medium,123545,235923,0.52
https://leetcode.com/problems/flatten-binary-tree-to-linked-list,Flatten binary tree to linked list,2045,263,0.886048527,Medium,289052,632371,0.46
https://leetcode.com/problems/dinner-plate-stacks,Dinner plate stacks,85,11,0.885416667,Hard,4131,10421,0.4
https://leetcode.com/problems/find-the-town-judge,Find the town judge,339,44,0.885117493,Easy,40467,81703,0.5
https://leetcode.com/problems/strange-printer,Strange printer,323,42,0.884931507,Hard,11801,30510,0.39
https://leetcode.com/problems/two-city-scheduling,Two city scheduling,522,68,0.884745763,Easy,22492,40597,0.55
https://leetcode.com/problems/count-of-range-sum,Count of range sum,551,72,0.884430177,Hard,37563,109959,0.34
https://leetcode.com/problems/customers-who-never-order,Customers who never order,298,39,0.884272997,Easy,135953,277805,0.49
https://leetcode.com/problems/n-ary-tree-preorder-traversal,N ary tree preorder traversal,366,48,0.884057971,Easy,74190,106310,0.7
https://leetcode.com/problems/long-pressed-name,Long pressed name,381,50,0.883990719,Easy,28002,62917,0.45
https://leetcode.com/problems/arithmetic-slices-ii-subsequence,Arithmetic slices ii subsequence,357,47,0.883663366,Hard,17788,56261,0.32
https://leetcode.com/problems/binary-trees-with-factors,Binary trees with factors,235,31,0.883458647,Medium,9459,27445,0.34
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,Find minimum in rotated sorted array,1482,196,0.883194279,Medium,359689,816468,0.44
https://leetcode.com/problems/palindrome-pairs,Palindrome pairs,1057,140,0.883040936,Hard,86986,267590,0.33
https://leetcode.com/problems/is-graph-bipartite,Is graph bipartite,934,124,0.882797732,Medium,75087,164493,0.46
https://leetcode.com/problems/all-oone-data-structure,All oone data structure,458,61,0.882466281,Hard,25153,80744,0.31
https://leetcode.com/problems/bitwise-and-of-numbers-range,Bitwise and of numbers range,553,74,0.881977671,Medium,93415,252852,0.37
https://leetcode.com/problems/spiral-matrix-ii,Spiral matrix ii,716,96,0.881773399,Medium,167300,330845,0.51
https://leetcode.com/problems/maximum-equal-frequency,Maximum equal frequency,119,16,0.881481481,Hard,4281,13158,0.33
https://leetcode.com/problems/time-based-key-value-store,Time based key value store,468,63,0.881355932,Medium,41551,79989,0.52
https://leetcode.com/problems/binary-search-tree-iterator,Binary search tree iterator,1892,257,0.880409493,Medium,253577,483863,0.52
https://leetcode.com/problems/maximum-binary-tree,Maximum binary tree,1403,191,0.880175659,Medium,109800,140829,0.78
https://leetcode.com/problems/palindrome-linked-list,Palindrome linked list,2267,309,0.880046584,Easy,335661,891220,0.38
https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,Populating next right pointers in each node ii,1210,166,0.879360465,Medium,217958,594800,0.37
https://leetcode.com/problems/maximum-number-of-balloons,Maximum number of balloons,131,18,0.879194631,Easy,20238,33138,0.61
https://leetcode.com/problems/lexicographical-numbers,Lexicographical numbers,468,65,0.87804878,Medium,47547,97025,0.49
https://leetcode.com/problems/word-pattern,Word pattern,860,120,0.87755102,Easy,166635,461852,0.36
https://leetcode.com/problems/longest-harmonious-subsequence,Longest harmonious subsequence,507,71,0.87716263,Easy,45318,100628,0.45
https://leetcode.com/problems/hand-of-straights,Hand of straights,390,55,0.876404494,Medium,27395,53566,0.51
https://leetcode.com/problems/reshape-the-matrix,Reshape the matrix,665,94,0.876152833,Easy,89841,150428,0.6
https://leetcode.com/problems/average-of-levels-in-binary-tree,Average of levels in binary tree,962,138,0.874545455,Easy,100078,164705,0.61
https://leetcode.com/problems/online-majority-element-in-subarray,Online majority element in subarray,125,18,0.874125874,Hard,4476,12643,0.35
https://leetcode.com/problems/validate-binary-search-tree,Validate binary search tree,2855,413,0.873623011,Medium,546803,2033812,0.27
https://leetcode.com/problems/merge-two-sorted-lists,Merge two sorted lists,3148,459,0.872747436,Easy,799525,1577439,0.51
https://leetcode.com/problems/print-in-order,Print in order,336,49,0.872727273,Easy,30090,48640,0.62
https://leetcode.com/problems/shortest-path-in-binary-matrix,Shortest path in binary matrix,205,30,0.872340426,Medium,16726,45081,0.37
https://leetcode.com/problems/design-skiplist,Design skiplist,68,10,0.871794872,Hard,1900,3249,0.58
https://leetcode.com/problems/linked-list-cycle,Linked list cycle,2139,315,0.871638142,Easy,514539,1313194,0.39
https://leetcode.com/problems/my-calendar-ii,My calendar ii,482,71,0.871609403,Medium,32632,69209,0.47
https://leetcode.com/problems/expression-add-operators,Expression add operators,929,137,0.871482176,Hard,85301,247832,0.34
https://leetcode.com/problems/design-hashmap,Design hashmap,562,83,0.871317829,Easy,61798,106123,0.58
https://leetcode.com/problems/median-of-two-sorted-arrays,Median of two sorted arrays,5685,847,0.87033068,Hard,571079,2033355,0.28
https://leetcode.com/problems/maximize-distance-to-closest-person,Maximize distance to closest person,578,87,0.869172932,Easy,48088,114612,0.42
https://leetcode.com/problems/reverse-pairs,Reverse pairs,670,102,0.867875648,Hard,31231,129326,0.24
https://leetcode.com/problems/combine-two-tables,Combine two tables,756,116,0.866972477,Easy,217771,385254,0.57
https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,Binary search tree to greater sum tree,459,71,0.866037736,Medium,30627,38859,0.79
https://leetcode.com/problems/rank-scores,Rank scores,614,96,0.864788732,Medium,85738,208116,0.41
https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Minimum number of flips to convert binary matrix to zero matrix,83,13,0.864583333,Hard,3943,5628,0.7
https://leetcode.com/problems/lemonade-change,Lemonade change,414,65,0.864300626,Easy,39910,78255,0.51
https://leetcode.com/problems/word-ladder-ii,Word ladder ii,1381,220,0.862585884,Hard,153738,766835,0.2
https://leetcode.com/problems/unique-substrings-in-wraparound-string,Unique substrings in wraparound string,458,73,0.86252354,Medium,21846,62791,0.35
https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,Partition array into three parts with equal sum,256,41,0.861952862,Easy,23958,42105,0.57
https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,Flatten a multilevel doubly linked list,695,112,0.861214374,Medium,49592,104310,0.48
https://leetcode.com/problems/max-chunks-to-make-sorted,Max chunks to make sorted,607,98,0.860992908,Medium,30554,57206,0.53
https://leetcode.com/problems/unique-paths-ii,Unique paths ii,1209,197,0.859886202,Medium,247942,732810,0.34
https://leetcode.com/problems/maximum-average-subarray-i,Maximum average subarray i,563,92,0.859541985,Easy,64815,159260,0.41
https://leetcode.com/problems/distance-between-bus-stops,Distance between bus stops,104,17,0.859504132,Easy,14046,25275,0.56
https://leetcode.com/problems/implement-queue-using-stacks,Implement queue using stacks,768,126,0.859060403,Easy,181934,391951,0.46
https://leetcode.com/problems/find-eventual-safe-states,Find eventual safe states,517,85,0.858803987,Medium,27410,58782,0.47
https://leetcode.com/problems/design-circular-queue,Design circular queue,389,64,0.858719647,Medium,43865,104895,0.42
https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,K th smallest in lexicographical order,255,42,0.858585859,Hard,10473,37720,0.28
https://leetcode.com/problems/monotone-increasing-digits,Monotone increasing digits,321,53,0.85828877,Medium,17472,40561,0.43
https://leetcode.com/problems/set-matrix-zeroes,Set matrix zeroes,1497,249,0.857388316,Medium,261974,628923,0.42
https://leetcode.com/problems/complement-of-base-10-integer,Complement of base 10 integer,114,19,0.857142857,Easy,18753,31545,0.59
https://leetcode.com/problems/most-profit-assigning-work,Most profit assigning work,281,47,0.856707317,Medium,15483,41363,0.37
https://leetcode.com/problems/find-bottom-left-tree-value,Find bottom left tree value,687,116,0.855541719,Medium,87800,146318,0.6
https://leetcode.com/problems/patching-array,Patching array,397,68,0.853763441,Hard,33968,100061,0.34
https://leetcode.com/problems/basic-calculator-ii,Basic calculator ii,1027,180,0.850869925,Medium,146239,412645,0.35
https://leetcode.com/problems/can-i-win,Can i win,772,136,0.850220264,Medium,44402,156471,0.28
https://leetcode.com/problems/increasing-subsequences,Increasing subsequences,533,94,0.850079745,Medium,38873,89134,0.44
https://leetcode.com/problems/count-binary-substrings,Count binary substrings,772,137,0.849284928,Easy,38377,70089,0.55
https://leetcode.com/problems/game-of-life,Game of life,1323,235,0.849165597,Medium,148009,294635,0.5
https://leetcode.com/problems/assign-cookies,Assign cookies,427,76,0.848906561,Easy,79503,162539,0.49
https://leetcode.com/problems/add-binary,Add binary,1325,237,0.848271447,Easy,374089,896019,0.42
https://leetcode.com/problems/longest-well-performing-interval,Longest well performing interval,262,47,0.84789644,Medium,7891,24585,0.32
https://leetcode.com/problems/regular-expression-matching,Regular expression matching,3437,620,0.847177718,Hard,373286,1432868,0.26
https://leetcode.com/problems/corporate-flight-bookings,Corporate flight bookings,299,54,0.847025496,Medium,12288,24326,0.51
https://leetcode.com/problems/excel-sheet-column-number,Excel sheet column number,726,132,0.846153846,Easy,254656,480650,0.53
